PropertyClass,PropertyZone,PropertyFrontage,PropertySize,Street,Alley,PropertyShape,Elevation,Amenities,Orientation,Grade,Neighborhood,Condition1,Condition2,BldgType,PropertyStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Roof1Material,Roof2Material,ExteriorCladdingType,ExteriorCladdingArea,ExterQual,ExterCond,PropertyFooting,BsmntFinish,BsmntMaintenance,BsmntVisibility,BsmntFinRat1,BsmntFinSty1,BsmntFinQual1,BsmtFinSF2,BsmtUnfSF,BsmntSqFtage,Heating,HeatingEfficiency,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,Bath1,Bath2,BedroomUpLev,KitchenUpLev,KitchenQual,CntRmsUpLev,Functional,CntFireplaces,QualFireplace,BasementType,BasementYrBlt,BasementFinish,BasementCars,BasementSqFootage,BasementQual,BasementCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,BoundaryFeatures,AddFeatures,AddVal,SaleMon,SaleYr,SaleType,SaleCondn,PropPrice,TotalSF,TotalBathrooms,PropertyAge,RemodAge,IsRemodeled,TotalPorchSF,HasPool,HasGarage,HasFireplace
80,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,3,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,3,6,Typ,1,1,Attchd,1977.0,Fin,1,358,3,3,Y,203,0,0,0,0,576,4,GdPrv,None,0,7,2008,WD,Normal,171000,2214,2.0,31,31,0,203,1,1,1
20,RL,76.0,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,5,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1958.0,RFn,2,433,3,3,Y,0,0,0,0,288,0,0,None,Shed,1400,11,2008,WD,Normal,163000,2522,2.0,50,50,0,288,0,1,1
160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,5,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,2006.0,Fin,2,625,3,3,Y,0,54,0,0,0,0,0,None,None,0,3,2008,WD,Normal,171900,1875,2.5,2,1,1,54,0,1,0
50,RL,138.0,18030,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,3,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,5,12,Maj1,1,4,None,0.0,None,0,0,0,0,Y,122,0,0,0,0,0,0,MnPrv,None,0,3,2007,WD,Normal,200500,4205,3.0,61,13,1,122,0,0,1
70,RL,80.0,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,GasA,3,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,3,9,Typ,1,4,Detchd,1932.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,239000,3297,2.5,74,56,1,0,0,1,1
50,RL,85.0,10678,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,GasA,5,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1992.0,Fin,2,541,3,3,Y,0,33,0,0,0,0,0,None,None,0,4,2007,WD,Normal,285000,4555,2.5,15,7,1,33,0,1,1
20,RL,37.0,6951,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,GasA,3,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1984.0,Unf,1,264,3,3,Y,362,0,0,0,0,0,0,MnPrv,None,0,10,2008,WD,Normal,119500,1799,2.0,24,23,1,362,0,1,0
50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,3,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1926.0,Unf,1,210,3,3,N,0,0,116,0,0,0,0,None,None,0,12,2009,WD,Normal,115000,2042,1.0,83,5,1,116,0,1,0
50,RL,54.0,7681,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,GasA,5,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,1921.0,Unf,1,186,2,3,Y,192,0,102,0,0,0,0,None,None,0,7,2009,WD,Normal,154900,2074,1.5,88,59,1,294,0,1,1
20,RL,77.0,8335,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,4,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,3,5,Min2,1,4,None,0.0,None,0,0,0,0,N,0,36,190,0,0,0,0,None,None,0,4,2006,WD,Normal,93000,1124,1.0,52,52,0,226,0,0,1
60,RL,85.0,11170,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,GasA,5,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,3,8,Typ,0,0,Attchd,1990.0,Fin,2,693,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,4,2006,WD,Normal,250000,3730,2.5,16,15,1,0,0,1,0
120,RM,64.0,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,5,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,2008.0,Fin,2,482,3,3,Y,162,53,0,153,0,0,0,None,None,0,11,2008,New,Partial,392500,3252,3.5,0,0,0,368,0,1,1
60,RL,160.0,15623,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,4,3,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,GasA,5,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,5,10,Typ,2,3,Attchd,1996.0,Fin,3,813,3,3,Y,171,78,0,0,0,555,5,MnPrv,None,0,7,2007,WD,Abnorml,745000,6872,4.5,11,11,0,249,1,1,1
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,GasA,5,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,3,5,Typ,1,4,Detchd,1970.0,Unf,2,720,3,3,Y,229,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,120000,2250,2.0,86,56,1,229,0,1,1
20,RL,50.0,35133,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,3,3,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,GasA,4,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,3,5,Typ,2,3,2Types,1963.0,RFn,3,995,3,3,Y,0,263,0,0,263,0,0,None,None,0,5,2007,WD,Normal,186700,3144,2.5,44,44,0,526,0,1,1
50,RL,60.0,9738,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,GasA,4,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,3,7,Typ,0,0,Attchd,1965.0,Unf,1,392,3,3,Y,0,0,236,0,0,0,0,None,None,0,3,2006,WD,Normal,104900,2005,2.0,82,56,1,236,0,1,0
190,RL,107.0,10615,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,GasA,3,Y,SBrkr,1014,685,0,1699,1,0,2,0,3,2,3,7,Typ,0,0,CarPort,1920.0,Unf,2,420,2,2,Y,0,74,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,95000,2677,3.0,109,39,1,74,0,1,0
20,RL,89.0,12461,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4,3,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,GasA,5,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,4,5,Typ,1,2,Attchd,1994.0,RFn,3,757,3,3,Y,0,114,192,0,0,0,0,GdPrv,None,0,7,2006,WD,Normal,262000,3248,3.0,12,11,1,306,0,1,1
60,RL,68.0,8935,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,GasA,5,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2002.0,RFn,2,493,3,3,Y,144,68,0,0,0,0,0,None,None,0,7,2009,WD,Normal,195000,2491,2.5,7,7,0,212,0,1,0
60,RL,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,994,994,GasA,4,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1999.0,Fin,2,442,3,3,Y,140,60,0,0,0,0,0,None,None,0,6,2010,WD,Normal,189000,2798,2.5,11,11,0,200,0,1,1
190,RL,73.0,32463,Pave,None,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,3,4,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,GasA,5,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,3,7,Typ,1,3,2Types,1975.0,Fin,4,1356,3,3,Y,439,0,0,0,0,0,0,None,None,0,3,2007,WD,Normal,168000,2871,2.0,46,32,1,439,0,1,1
160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,5,Y,SBrkr,764,677,0,1441,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,1999.0,Unf,2,492,3,3,Y,206,0,0,0,0,0,0,None,None,0,11,2007,WD,Normal,174000,2217,2.5,8,7,1,206,0,1,0
50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,GasA,4,Y,SBrkr,842,630,0,1472,0,0,1,0,3,1,4,6,Typ,0,0,Detchd,1925.0,Unf,1,250,3,2,P,0,0,84,0,0,0,0,GdWo,None,0,7,2007,WD,Normal,125000,2174,1.0,82,13,1,84,0,1,0
120,RM,73.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,GasA,5,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1999.0,Fin,2,402,3,3,Y,0,304,0,0,0,0,0,None,None,0,6,2009,WD,Normal,165000,2448,3.0,10,10,0,304,0,1,0
60,RL,80.0,9364,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,GasA,3,Y,SBrkr,663,689,0,1352,0,0,1,1,4,1,3,7,Typ,0,0,Attchd,1969.0,Fin,1,299,3,3,Y,379,36,0,0,0,0,0,MnPrv,None,0,3,2010,WD,Normal,158000,2015,1.5,41,41,0,415,0,1,0
60,RL,51.0,8029,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,5,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,0,0,Attchd,2005.0,Fin,2,400,3,3,Y,100,24,0,0,0,0,0,None,None,0,7,2008,WD,Normal,176000,2184,2.5,3,3,0,124,0,1,0
60,RL,58.0,14054,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,GasA,5,Y,SBrkr,879,984,0,1863,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2006.0,Fin,3,660,3,3,Y,100,17,0,0,0,0,0,None,None,0,11,2006,New,Partial,219210,2742,2.5,0,0,0,117,0,1,1
75,RM,65.0,8850,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,GasA,5,Y,SBrkr,815,875,0,1690,0,0,1,0,3,1,3,7,Typ,1,4,Detchd,1916.0,Unf,1,225,3,3,Y,0,0,330,0,0,0,0,None,None,0,7,2006,ConLw,Normal,144000,2505,1.0,90,56,1,330,0,1,1
20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,GasA,5,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2001.0,RFn,2,573,3,3,Y,356,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,178000,2424,2.0,8,8,0,356,0,1,0
20,RL,75.0,11235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,3,3,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,GasA,4,Y,SBrkr,1382,0,0,1382,0,0,1,1,3,1,3,6,Typ,1,1,Attchd,1974.0,Unf,2,459,3,3,Y,0,82,0,0,0,0,0,None,None,0,10,2006,WD,Normal,148000,2433,1.5,43,27,1,82,0,1,1
20,RL,71.0,9353,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,GasA,4,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,1972.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,None,Shed,0,7,2006,Oth,Abnorml,116050,1728,1.0,36,36,0,0,0,1,0
60,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,GasA,5,Y,SBrkr,866,913,0,1779,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,1998.0,RFn,2,546,3,3,Y,198,36,0,0,0,0,0,None,None,0,3,2009,WD,Normal,197900,2645,2.5,11,11,0,234,0,1,0
50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,5,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,3,5,Typ,1,2,Detchd,1960.0,Unf,1,216,3,3,N,0,0,208,0,0,0,0,None,None,0,5,2009,WD,Normal,117000,2232,2.0,84,12,1,208,0,1,1
20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,GasA,5,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2000.0,Unf,2,451,3,3,Y,74,234,0,0,0,0,0,None,None,0,10,2009,WD,Normal,213000,3260,2.0,9,8,1,308,0,1,1
20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,GasA,5,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1975.0,RFn,2,495,3,3,Y,0,88,0,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,153500,2130,2.5,31,31,0,88,0,1,0
20,RL,90.0,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,4,3,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,4,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,1990.0,RFn,3,701,3,3,Y,84,70,0,0,0,0,0,None,None,0,6,2009,WD,Normal,271900,4354,2.0,19,18,1,154,0,1,1
20,RH,66.5,8900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,GasA,3,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1966.0,Unf,1,384,3,3,Y,0,42,0,0,0,0,0,MnPrv,None,0,11,2006,WD,Normal,107000,2112,2.0,40,40,0,42,0,1,0
20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,GasA,5,Y,SBrkr,1700,0,0,1700,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,544,3,3,Y,192,23,0,0,0,0,0,None,None,0,5,2006,WD,Normal,200000,3382,3.0,3,3,0,215,0,1,0
20,RL,70.0,7763,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,GasA,3,Y,SBrkr,1283,0,0,1283,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1980.0,Unf,2,506,3,3,Y,0,0,0,0,0,0,0,None,None,0,10,2008,WD,Normal,140000,2214,2.0,46,28,1,0,0,1,0
20,RL,85.0,10182,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,4,3,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,GasA,5,Y,SBrkr,1660,0,0,1660,1,0,2,0,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,2,500,3,3,Y,322,50,0,0,0,0,0,None,None,0,5,2006,New,Partial,290000,3320,3.0,0,0,0,372,0,1,1
60,RL,70.0,11218,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,5,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,1992.0,RFn,2,462,3,3,Y,635,104,0,0,0,0,0,GdPrv,Shed,400,5,2010,WD,Normal,189000,2900,2.5,18,18,0,739,0,1,1
50,RL,152.0,12134,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,GasA,4,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,3,8,Typ,0,0,Basment,1988.0,RFn,2,492,3,3,Y,325,12,0,0,0,0,0,None,None,0,6,2010,WD,Normal,164000,2311,2.0,22,5,1,337,0,1,0
30,RL,50.0,9340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,GasA,3,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,3,4,Typ,0,0,Attchd,1941.0,Unf,1,234,3,3,N,0,113,0,0,0,0,0,None,None,0,8,2009,WD,Normal,113000,1344,2.0,68,59,1,113,0,1,0
80,RL,71.0,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,GasA,5,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,3,3,Typ,0,0,Attchd,1965.0,Unf,1,364,3,3,Y,88,0,0,0,0,0,0,None,None,0,5,2006,WD,Normal,145000,1608,1.5,41,5,1,88,0,1,0
85,RL,69.0,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,GasA,3,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1962.0,Unf,1,300,3,3,Y,150,72,0,0,0,0,0,None,None,0,5,2006,WD,Normal,134500,1924,2.0,44,44,0,222,0,1,0
20,RL,99.0,7094,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,GasA,3,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1966.0,RFn,1,384,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,5,2007,WD,Normal,125000,1788,1.0,41,41,0,0,0,1,0
90,RM,68.0,8930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,3,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1978.0,Unf,2,539,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,112000,1902,2.0,32,32,0,0,0,1,0
20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,4,3,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,2,552,3,3,Y,135,112,0,0,0,0,0,None,None,0,9,2009,New,Partial,229456,2614,3.0,0,0,0,247,0,1,0
50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,4,N,SBrkr,672,240,0,912,0,0,1,0,2,1,3,3,Typ,0,0,None,0.0,None,0,0,0,0,N,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,80500,912,1.0,59,56,1,0,0,0,0
